"ond_id","ond_tekst_filmtitel","org_naam_aanvrager","org_naam_fabriek","ond_tekst_lengte_meters","ond_tekst_smalfilm","ond_tekst_categorie","ond_datum_keuring","ond_tekst_weeklijstnummer","ond_tekst_oordeel","ond_tekst_coupures","ond_datum_herkeuring","ond_tekst_herkeuring_weeklijstnummer","ond_tekst_herkeuring_oordeel","ond_tekst_herkeuring_coupures","vwz_url_cinemacontext","vwz_archivelink","ond_UUID"
"46398","Plezier voor vier","Cefima NV (Amsterdam)",,"74 meter","nee","nonfictie","1955-11-12","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026466","NL-HaNA/2.04.60/1055///Dossier X1820/","0d4b49a2-7cc1-102d-a57f-005056a23d00"
"46399","""""Wien bleibt Wien; Deutschmeister, Die""""","Filmex NV (Amsterdam)",,"2895 meter","nee","fictie","1955-11-28","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017281","NL-HaNA/2.04.60/1055///Dossier X1821/","0d4b5b5e-7cc1-102d-a57f-005056a23d00"
"46400","Sportparade 1955","Ciné-Sport (Tilburg)",,"1010 meter","ja","fictie","1955-11-12","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014179","NL-HaNA/2.04.60/1055///Dossier X1824/","0d4b5ffa-7cc1-102d-a57f-005056a23d00"
"46401","""""Meisje van de rivier, Het; Donna del fiume, La""""","Columbia International Films NV (Amsterdam)",,"2707 meter","nee","fictie","1955-11-29","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017284","NL-HaNA/2.04.60/1055///Dossier X1833/","0d4b6428-7cc1-102d-a57f-005056a23d00"
"46402","My sister Eileen","Columbia International Films NV (Amsterdam)",,"2928 meter","nee","fictie","1955-11-18","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017393","NL-HaNA/2.04.60/1055///Dossier X1834/","0d4b6842-7cc1-102d-a57f-005056a23d00"
"46403","""""'s Nachts op Montmartre; Nuits de Montmartre, Les""""","Meteor Film NV (Amsterdam)",,"2599 meter","nee","fictie","1955-11-23","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018926","NL-HaNA/2.04.60/1055///Dossier X1843/","0d4b6c66-7cc1-102d-a57f-005056a23d00"
"46404","Koninklijke reis naar de Antillen, De",,,"1020 meter","nee",,"1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030107","NL-HaNA/2.04.60/1055///Dossier X1846/","0d4b7076-7cc1-102d-a57f-005056a23d00"
"46405","Stop (Nezifo)","ICRO (Den Haag)",,"50 meter","nee","nonfictie","1955-11-17","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF027033","NL-HaNA/2.04.60/1055///Dossier X1854/","0d4b74ea-7cc1-102d-a57f-005056a23d00"
"46406","""""Raffa Raffa; Brigante di tacca del lupo, Il (1952)""""","Gofilex NV",,"2614 meter","nee","fictie","1955-11-23","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019132","NL-HaNA/2.04.60/1055///Dossier X1857/","0d4b790e-7cc1-102d-a57f-005056a23d00"
"46407","""""Slavinnen van Bagdad, De; Adventures of Hajji Baba, The""""","Netherlands Fox Film Corp. NV (Amsterdam)",,"2540 meter","nee","fictie","1955-12-16","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF016984","NL-HaNA/2.04.60/1055///Dossier X1861/","0d4b7d46-7cc1-102d-a57f-005056a23d00"
"46408","""""Ratten van Tobruk; Rats of Tobruk""""","Express Film (Amstelveen)",,"2149 meter","nee","fictie","1955-11-29","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019133","NL-HaNA/2.04.60/1056///Dossier X1862/","0d4b817e-7cc1-102d-a57f-005056a23d00"
"46409","""""Herrie om Harry; Trouble with Harry, The""""","Paramount Films NV (Amsterdam)",,"2708 meter","nee","fictie","1955-12-15","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017484","NL-HaNA/2.04.60/1056///Dossier X1863/","0d4b85a2-7cc1-102d-a57f-005056a23d00"
"46410","""""Helena van Troje; Helen of Troy""""","Warner Bros. Nederland NV (Amsterdam)",,"3128 meter","nee","fictie","1955-12-06","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019134","NL-HaNA/2.04.60/1056///Dossier X1865/","0d4b8a20-7cc1-102d-a57f-005056a23d00"
"46411","""""Weer is weer best, Het; It's always fair weather""""","MGM Film NV",,"2783 meter","nee","fictie","1955-12-09","0","14 jaar",,"1956-01-10","0","14 jaar",,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017340","NL-HaNA/2.04.60/1056///Dossier X1866/","0d4b8ea8-7cc1-102d-a57f-005056a23d00"
"46412","Rheumatiek, een grote volksziekte","Herwonnen Levenskracht (Utrecht)",,"180 meter","nee","nonfictie","1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF024770","NL-HaNA/2.04.60/1056///Dossier X1871/","0d4b92e0-7cc1-102d-a57f-005056a23d00"
"46413","Weg van alle plussen, De","Triofilm (Amsterdam)",,"947 meter","nee","fictie","1955-11-19","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF022042","NL-HaNA/2.04.60/1056///Dossier X1875/","0d4b970e-7cc1-102d-a57f-005056a23d00"
"46414","St. Nicolaas",,,"69 meter","nee","nonfictie","1955-11-19","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026787","NL-HaNA/2.04.60/1056///Dossier X1879/","0d4b9be6-7cc1-102d-a57f-005056a23d00"
"46415","""""Lijk in de Theems, Het; Floating Dutchman, The""""","Lumina Film (Amsterdam)",,"2064 meter","nee","fictie","1955-12-07","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019135","NL-HaNA/2.04.60/1056///Dossier X1880/","0d4ba046-7cc1-102d-a57f-005056a23d00"
"46416","""""Straat der schaduwen, De; Street of shadows""""","Lumina Film (Amsterdam)",,"2298 meter","nee","fictie","1955-12-09","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF016901","NL-HaNA/2.04.60/1056///Dossier X1882/","0d4ba488-7cc1-102d-a57f-005056a23d00"
"46417","""""Tot de strop veroordeeld; Noose for a lady""""","Lumina Film (Amsterdam)",,"2002 meter","nee","fictie","1955-12-20","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018815","NL-HaNA/2.04.60/1056///Dossier X1884/","0d4ba8ca-7cc1-102d-a57f-005056a23d00"
"46418","""""Koning der cowboys; King of the cowboys""""","Centrafilm (Dordrecht)",,"1658 meter","nee","fictie","1955-12-06","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019136","NL-HaNA/2.04.60/1056///Dossier X1886/","0d4bad0c-7cc1-102d-a57f-005056a23d00"
"46419","""""Onze tijden; Tempi nostri""""","Standaard Films NV",,"2373 meter","nee","fictie","1955-12-06","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF016933","NL-HaNA/2.04.60/1056///Dossier X1887/","0d4bb158-7cc1-102d-a57f-005056a23d00"
"46420","Intocht van St. Nicolaas in Amsterdam, De","Polygoon Filmfabriek NV (Haarlem)",,"90 meter","nee","nonfictie","1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025960","NL-HaNA/2.04.60/1056///Dossier X1889/","0d4bb5ae-7cc1-102d-a57f-005056a23d00"
"46421","Verleidelijke blikken","Cefima NV (Amsterdam)",,"78 meter","nee","nonfictie","1955-11-26","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF027088","NL-HaNA/2.04.60/1056///Dossier X1895/","0d4bb9fa-7cc1-102d-a57f-005056a23d00"
"46422","""""Als mannen liegen; Wenn Männer schwindeln""""","Contact Film",,"920 meter","nee","fictie","1955-12-12","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019137","NL-HaNA/2.04.60/1056///Dossier X1896/","0d4bbe50-7cc1-102d-a57f-005056a23d00"
"46423","""""Tempel der verleiding; Prodigal, The""""","MGM Film NV",,"3078 meter","nee","fictie","1955-12-08","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017419","NL-HaNA/2.04.60/1056///Dossier X1897/","0d4bc2a6-7cc1-102d-a57f-005056a23d00"
"46424","""""Sonderkommando 'Slaapzak'; Unternehmen Schlafsack""""","Rank Film (Amsterdam)",,"2666 meter","nee","fictie","1955-12-13","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018755","NL-HaNA/2.04.60/1056///Dossier X1901/","0d4bc6f2-7cc1-102d-a57f-005056a23d00"
"46425","Koninklijke reis, De (voorfilm)","Polygoon Filmfabriek NV (Haarlem)",,"50 meter","nee","nonfictie","1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF026114","NL-HaNA/2.04.60/1056///Dossier X1909/","0d4bcb3e-7cc1-102d-a57f-005056a23d00"
"46426","""""Liefdes-staking; Second greatest sex, The""""","Universal International Films Nederland NV (Amsterdam)",,"2388 meter","nee","fictie","1955-12-09","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017438","NL-HaNA/2.04.60/1056///Dossier X1914/","0d4bcf80-7cc1-102d-a57f-005056a23d00"
"46427","""""'s Nachts op Montmartre; Nuits de Montmartre, Les""""","Meteor Film NV (Amsterdam)",,"2517 meter","nee","fictie","1955-12-15","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018926","NL-HaNA/2.04.60/1056///Dossier X1915/","0d4bd3d6-7cc1-102d-a57f-005056a23d00"
"46428","""""Lagere school, De; Scuola elementare""""","Standaard Films NV",,"2768 meter","nee","fictie","1955-12-13","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017177","NL-HaNA/2.04.60/1056///Dossier X1916/","0d4bd9a8-7cc1-102d-a57f-005056a23d00"
"46429","""""Met dieven vangt men dieven; To catch a thief""""","Nederland NV (Amsterdam)",,"3019 meter","nee","fictie","1955-12-02","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017478","NL-HaNA/2.04.60/1056///Dossier X1919/","0d4be75e-7cc1-102d-a57f-005056a23d00"
"46430","""""Lied van Siberië; Skazaniye o zemle sibirskoj (1947)""""","Radio Werkend Nederland (Amsterdam)",,"3129 meter","nee","fictie","1955-12-12","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF015540","NL-HaNA/2.04.60/1056///Dossier X1921/","0d4bec90-7cc1-102d-a57f-005056a23d00"
"46431","""""Pastoor van Kirchfeld, De; Pfarrer von Kirchfeld, Der""""","Centrafilm (Dordrecht)",,"2568 meter","nee","fictie","1955-12-12","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017411","NL-HaNA/2.04.60/1056///Dossier X1922/","0d4bf0f0-7cc1-102d-a57f-005056a23d00"
"46432","""""Prinses en de zwijnenhoeder, De; Prinzessin und der Schweinehirt, Die""""","Centrafilm (Dordrecht)",,"2205 meter","nee","fictie","1955-11-30","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018757","NL-HaNA/2.04.60/1056///Dossier X1923/","0d4bf55a-7cc1-102d-a57f-005056a23d00"
"46433","Lady and the tramp, The","City Film NV (Den Haag)",,"2080 meter","nee","fictie","1955-12-14","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017355","NL-HaNA/2.04.60/1056///Dossier X1924/","0d4bf9ba-7cc1-102d-a57f-005056a23d00"
"46434","""""Het gebeurde in Venetië; Summer madness""""","Nederland NV (Amsterdam)",,"2754 meter","nee","fictie","1955-12-14","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019138","NL-HaNA/2.04.60/1056///Dossier X1925/","0d4bfe24-7cc1-102d-a57f-005056a23d00"
"46435","Gentlemen marry brunettes","Nova Film (Amsterdam)",,"2706 meter","nee","fictie","1955-12-19","0","18 jaar",,"1956-01-03","0","14 jaar",,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017311","NL-HaNA/2.04.60/1056///Dossier X1926/","0d4c0284-7cc1-102d-a57f-005056a23d00"
"46436","""""Vrolijke vagebond, De; Fröliche Wanderer, Der""""","Filmex NV (Amsterdam)",,"2724 meter","nee","fictie","1955-12-08","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019139","NL-HaNA/2.04.60/1056///Dossier X1931/","0d4c06f8-7cc1-102d-a57f-005056a23d00"
"46437","Koninklijke reis naar Suriname, De",,,"1010 meter","nee",,"1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF030107","NL-HaNA/2.04.60/1056///Dossier X1932/","0d4c0b62-7cc1-102d-a57f-005056a23d00"
"46438","Zeegat uit, 't","Koninklijk Zeemans College (Groningen)",,"546 meter","ja","fictie","1955-12-02","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF014805","NL-HaNA/2.04.60/1056///Dossier X1938/","0d4c0fcc-7cc1-102d-a57f-005056a23d00"
"46439","Oh, Rosalinda!!","Meteor Film NV (Amsterdam)",,"2758 meter","nee","fictie","1955-12-13","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017404","NL-HaNA/2.04.60/1057///Dossier X1939/","0d4c1440-7cc1-102d-a57f-005056a23d00"
"46440","""""Graaf van Bragelonne de vechtjas; Vicomte de Bragelonne, Le""""","Standaard Films NV",,"2470 meter","nee","fictie","1955-12-16","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019140","NL-HaNA/2.04.60/1057///Dossier X1941/","0d4c18be-7cc1-102d-a57f-005056a23d00"
"46441","""""Duvelstoejager, De; Man of the moment""""","Rank Film (Amsterdam)",,"2436 meter","nee","fictie","1955-12-16","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017382","NL-HaNA/2.04.60/1057///Dossier X1946/","0d4c1d28-7cc1-102d-a57f-005056a23d00"
"46442","""""Baai der geheimen, De; View from Pompey's head, The""""","Netherlands Fox Film Corp. NV (Amsterdam)",,"2657 meter","nee","fictie","1955-12-21","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017490","NL-HaNA/2.04.60/1057///Dossier X1950/","0d4c21a6-7cc1-102d-a57f-005056a23d00"
"46443","Inbedrijfstelling Maascentrale","Haghe Film (Den Haag)",,"148 meter","ja","fictie","1955-12-03","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF013094","NL-HaNA/2.04.60/1057///Dossier X1953/","0d4c262e-7cc1-102d-a57f-005056a23d00"
"46444","""""Je bent nooit te jong...; You're never too young""""","Paramount Films NV (Amsterdam)",,"2678 meter","nee","fictie","1955-12-19","0","14 jaar",,"1956-01-03","0","alle leeftijden",,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017499","NL-HaNA/2.04.60/1057///Dossier X1954/","0d4c2b06-7cc1-102d-a57f-005056a23d00"
"46445","Ons Centrum","Christelijk Bedrijfsgr. Centrum",,"455 meter","ja","fictie","1955-12-03","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF013849","NL-HaNA/2.04.60/1057///Dossier X1960/","0d4c2f84-7cc1-102d-a57f-005056a23d00"
"46446","""""Tiger in the sky; McConnell story, The (1955)""""","Warner Bros. Nederland NV (Amsterdam)",,"2933 meter","nee","fictie","1955-12-14","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017389","NL-HaNA/2.04.60/1057///Dossier X1961/","0d4c340c-7cc1-102d-a57f-005056a23d00"
"46447","I am a camera","Nova Film (Amsterdam)",,"2713 meter","nee","fictie","1955-12-22","0","niet toegelaten",,"1956-02-16","0","18 jaar",,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017330","NL-HaNA/2.04.60/1057///Dossier X1968/","0d4c38da-7cc1-102d-a57f-005056a23d00"
"46448","Kentuckian, The","Nova Film (Amsterdam)",,"2841 meter","nee","fictie","1955-12-21","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017348","NL-HaNA/2.04.60/1057///Dossier X1969/","0d4c3d6c-7cc1-102d-a57f-005056a23d00"
"46449","""""Onsterfelijk Mozart; Unsterblicher Mozart""""","Lumina Film (Amsterdam)",,"2687 meter","nee","fictie","1955-12-07","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019092","NL-HaNA/2.04.60/1057///Dossier X1970/","0d4c41f4-7cc1-102d-a57f-005056a23d00"
"46450","Min of meer","Centrafilm (Dordrecht)",,"2778 meter","nee","fictie","1955-12-20","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018985","NL-HaNA/2.04.60/1057///Dossier X1973/","0d4c4690-7cc1-102d-a57f-005056a23d00"
"46451","""""Geweten, Het; Svedomi""""","Meteor Film NV (Amsterdam)",,"2674 meter","nee","fictie","1955-12-20","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018873","NL-HaNA/2.04.60/1057///Dossier X1976/","0d4c4b18-7cc1-102d-a57f-005056a23d00"
"46452","Kriterion","Polygoon Filmfabriek NV (Haarlem)",,"228 meter","nee","nonfictie","1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF023725","NL-HaNA/2.04.60/1057///Dossier X1982/","0d4c4fb4-7cc1-102d-a57f-005056a23d00"
"46453","Heuvel 24 antwoordt niet (trektitel)","HAFBO (Amsterdam)",,"38 meter","nee","fictie","1955-12-10","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF025792","NL-HaNA/2.04.60/1057///Dossier X1987/","0d4c5446-7cc1-102d-a57f-005056a23d00"
"46454","Aanval","Multifilm NV (Haarlem)",,"200 meter","nee","nonfictie","1955-01-01","0",,,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF024187","NL-HaNA/2.04.60/1057///Dossier X1988/","0d4c58d8-7cc1-102d-a57f-005056a23d00"
"46455","""""Tussen de zeespiegel en de zeebodem; Under the Caribbean; Unternehmen Xarifa""""","Columbia International Films NV (Amsterdam)",,"2477 meter","nee","fictie","1955-12-30","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF019013","NL-HaNA/2.04.60/1057///Dossier X1990/","0d4c5d7e-7cc1-102d-a57f-005056a23d00"
"46456","""""Meisje in slecht gezelschap, 'n; Las Vegas shakedown""""","Corona Film (Amsterdam)",,"2164 meter","nee","fictie","1955-12-30","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017358","NL-HaNA/2.04.60/1057///Dossier X2000/","0d4c621a-7cc1-102d-a57f-005056a23d00"
"46457","""""Anna-kruis, Het; Anna na shee (1954)""""","Actueel Film NV",,"2333 meter","nee","fictie","1955-12-28","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF016986","NL-HaNA/2.04.60/1057///Dossier X2006/","0d4c6666-7cc1-102d-a57f-005056a23d00"
"46458","""""Sheriff van Wichita, De; Wichita""""","RKO Radio Films NV (Amsterdam)",,"2218 meter","nee","fictie","1955-12-28","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017495","NL-HaNA/2.04.60/1057///Dossier X2008/","0d4c6aa8-7cc1-102d-a57f-005056a23d00"
"46459","""""Schat van Pancho Villa, De; Treasure of Pancho Villa""""","RKO Radio Films NV (Amsterdam)",,"2625 meter","nee","fictie","1955-12-30","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017483","NL-HaNA/2.04.60/1057///Dossier X2010/","0d4c6ef4-7cc1-102d-a57f-005056a23d00"
"46460","""""Speelduivel & metgezel; Tennessee's partner""""","RKO Radio Films NV (Amsterdam)",,"2375 meter","nee","fictie","1955-12-22","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017473","NL-HaNA/2.04.60/1057///Dossier X2016/","0d4c734a-7cc1-102d-a57f-005056a23d00"
"46461","""""Terreur der atoommonsters; Creature with the atom brain, The""""","Columbia International Films NV (Amsterdam)",,"1918 meter","nee","fictie","1955-12-28","0","niet toegelaten",,"1956-01-18","0","niet toegelaten",,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017072","NL-HaNA/2.04.60/1057///Dossier X2041/","0d4c77a0-7cc1-102d-a57f-005056a23d00"
"46462","Zij allen waren schuldig (trailer)","MGM Film NV",,"91 meter","nee","fictie","1955-12-31","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017244","NL-HaNA/2.04.60/1058///Dossier X2066/","0d4c7c28-7cc1-102d-a57f-005056a23d00"
"46463","Shotgun","RKO Radio Films NV (Amsterdam)",,"2197 meter","nee","fictie","1956-01-01","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017443","NL-HaNA/2.04.60/1058///Dossier Y0001/","0d4c8088-7cc1-102d-a57f-005056a23d00"
"46464","""""Jack Slade, de wreker; Jack Slade""""","RKO Radio Films NV (Amsterdam)",,"2462 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021009","NL-HaNA/2.04.60/1058///Dossier Y0002/","0d4c8498-7cc1-102d-a57f-005056a23d00"
"46465","Amants maudits, Les","Nederland NV (Amsterdam)",,"2171 meter","nee","fictie","1956-01-01","0","niet toegelaten",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF018866","NL-HaNA/2.04.60/1058///Dossier Y0003/","0d4c895c-7cc1-102d-a57f-005056a23d00"
"46466","""""Vrouwen in de nacht; Bonnes à tuer""""","Nova Film (Amsterdam)",,"2539 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017006","NL-HaNA/2.04.60/1058///Dossier Y0004/","0d4c8d62-7cc1-102d-a57f-005056a23d00"
"46467","""""Storm fear; Tweestrijd van een moeder, De""""","Nova Film (Amsterdam)",,"2404 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017731","NL-HaNA/2.04.60/1058///Dossier Y0005/","0d4c917c-7cc1-102d-a57f-005056a23d00"
"46468","""""Lucy Gallant; Lucy's carrière""""","Paramount Films NV (Amsterdam)",,"2854 meter","nee","fictie","1956-01-01","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017174","NL-HaNA/2.04.60/1058///Dossier Y0006/","0d4c95a0-7cc1-102d-a57f-005056a23d00"
"46469","Jedda (1955)","Nova Film (Amsterdam)",,"2434 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017342","NL-HaNA/2.04.60/1058///Dossier Y0008/","0d4c99ba-7cc1-102d-a57f-005056a23d00"
"46470","Torna! (1953)","Standaard Films NV",,"2664 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF016947","NL-HaNA/2.04.60/1058///Dossier Y0009/","0d4c9dd4-7cc1-102d-a57f-005056a23d00"
"46471","""""Wie is zonder zonden; Chi e senza peccato""""","Standaard Films NV",,"2740 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021011","NL-HaNA/2.04.60/1058///Dossier Y0011/","0d4ca202-7cc1-102d-a57f-005056a23d00"
"46472","King's Rhapsody","Nova Film (Amsterdam)",,"2514 meter","nee","fictie","1956-01-01","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017350","NL-HaNA/2.04.60/1058///Dossier Y0012/","0d4ca626-7cc1-102d-a57f-005056a23d00"
"46473","""""Man with the gun; Stad in boeien""""","Nova Film (Amsterdam)",,"2300 meter","nee","fictie","1956-01-01","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017378","NL-HaNA/2.04.60/1058///Dossier Y0013/","0d4caa5e-7cc1-102d-a57f-005056a23d00"
"46474","""""Spoor leidt naar Parijs, Het; Falschmunzer am Werk""""","Contact Film",,"1017 meter","nee","fictie","1956-01-01","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF021013","NL-HaNA/2.04.60/1058///Dossier Y0014/","0d4cae8c-7cc1-102d-a57f-005056a23d00"
"46475","""""Fatale Mevr. Phillips, De; Queen Bee""""","Columbia International Films NV (Amsterdam)",,"2587 meter","nee","fictie","1956-01-01","0","18 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017421","NL-HaNA/2.04.60/1058///Dossier Y0015/","0d4cb2ba-7cc1-102d-a57f-005056a23d00"
"46476","""""Fatale scharlaken mantel, De; Scarlet coat, The""""","MGM Film NV",,"2745 meter","nee","fictie","1956-01-01","0","14 jaar",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017436","NL-HaNA/2.04.60/1058///Dossier Y0016/","0d4cb6e8-7cc1-102d-a57f-005056a23d00"
"46477","""""Girl rush, The; Hotel Flamingo""""","Paramount Films NV (Amsterdam)",,"2323 meter","nee","fictie","1956-01-01","0","alle leeftijden",,,,,,"http%3A%2F%2Fwww%2Ecinemacontext%2Enl%2Fid%2FF017313","NL-HaNA/2.04.60/1058///Dossier Y0018/","0d4cbb2a-7cc1-102d-a57f-005056a23d00"
